ID,BLEU,METEOR,ROUGE1,ROUGE2,ROUGEL
1,0.07593851569123436,0.330013560512997,0.535796766743649,0.13425925925925927,0.28175519630484985
2,0.06415488358236611,0.3028180278875522,0.48343558282208593,0.10332103321033209,0.25521472392638045
3,0.01437842422475968,0.15928535040204164,0.3559077809798271,0.09668109668109669,0.16138328530259366
4,0.0772718817710284,0.297232124741598,0.45933014354066987,0.10311750599520385,0.2535885167464115
5,0.04403564960128228,0.3552038207059879,0.5413533834586466,0.09798994974874373,0.2506265664160401
6,0.06744478652127885,0.29694402948805115,0.49375866851595007,0.10292072322670376,0.2662968099861304
7,0.10642116393603011,0.36117774508429296,0.5506692160611854,0.1685823754789272,0.28680688336520077
8,0.06175937503139486,0.3237742132875663,0.5339925834363412,0.1090458488228005,0.26205191594561184
9,0.06520813620306878,0.3334597779046695,0.5662100456621004,0.12519083969465647,0.2831050228310502
10,0.10703753776815368,0.343897666921636,0.5736137667304015,0.1876196553924697,0.30847673677501597
11,0.017605769278199616,0.19562485080358005,0.30370370370370364,0.03717472118959108,0.16296296296296298
12,0.03230372519459856,0.2796442444455808,0.4033613445378152,0.050704225352112685,0.1680672268907563
13,0.060720602084887804,0.299438143247217,0.5088062622309197,0.12573673870333987,0.25440313111545987
14,0.039812078661826324,0.25405482629050025,0.4351851851851852,0.086687306501548,0.21296296296296297
15,0.0718896075964668,0.24394070961089145,0.41063515509601184,0.08296296296296295,0.22451994091580502
16,0.10866384895382283,0.3896922442022857,0.5250965250965249,0.1867704280155642,0.3011583011583012
17,0.12615678396838692,0.35439112676291823,0.5699916177703269,0.18303946263643997,0.3151718357082984
18,0.018921838766908988,0.2519171657132727,0.39473684210526316,0.048458149779735685,0.20175438596491227
19,0.08865165366281637,0.35542784694149937,0.5246913580246914,0.1366459627329193,0.30864197530864196
20,0.06271028543092262,0.3086825299213196,0.4423076923076923,0.06280193236714976,0.22596153846153846
21,0.07378762940482321,0.30371309070311925,0.46869983948635635,0.0966183574879227,0.24719101123595508
22,0.02491898354313108,0.3004680204471251,0.46673706441393875,0.08042328042328042,0.22808870116156282
23,0.06332226657291519,0.3165724975827133,0.5621761658031088,0.12727272727272726,0.2590673575129534
24,0.08398750169370221,0.361853244756575,0.4954128440366972,0.16615384615384615,0.2996941896024465
25,0.05914990479273733,0.31296014943254,0.5607064017660044,0.13264554163596168,0.25312729948491536
26,0.04150865641108371,0.27423046954996927,0.46173469387755106,0.08695652173913045,0.22704081632653061
27,0.10253369624567432,0.3625592025062925,0.5991237677984665,0.16447368421052636,0.2880613362541073
28,0.0479931188222524,0.3709464616472757,0.5326876513317191,0.09708737864077671,0.2711864406779661
29,0.07432571913033317,0.3360688066076103,0.4975922953451043,0.11272141706924316,0.2664526484751204
30,0.0358079680989561,0.32100684305189414,0.45468998410174877,0.07974481658692185,0.20349761526232113
31,0.038038436469450994,0.22982428233597385,0.22115384615384615,0.0,0.16346153846153846
32,0.06950002828822859,0.3203380424139099,0.5393634840871021,0.1359060402684564,0.23953098827470687
33,0.029776033327828345,0.3216902699237244,0.4589147286821706,0.06531881804043546,0.22325581395348837
34,0.08079505089753186,0.30220946365716356,0.5358255451713396,0.14568158168574402,0.27414330218068533
35,0.06554776697515367,0.3080394529112934,0.44907407407407407,0.07906976744186046,0.24074074074074073
36,0.08713152382880944,0.312995007297859,0.5204616998950682,0.12618296529968454,0.26652675760755506
37,0.13002425268928497,0.4133928955760791,0.6001780943900267,0.1712756467439786,0.3437221727515583
38,0.10106016613411553,0.36364401314564826,0.6454456415279137,0.19019607843137254,0.3036238981390793
39,0.02712166281017511,0.26914183470458186,0.43273542600896864,0.05842696629213483,0.22421524663677134
40,0.09434766365918355,0.33809373511718294,0.5275862068965517,0.1329879101899827,0.253448275862069
41,0.039384090179120264,0.31364586322258836,0.4621212121212121,0.11406844106463879,0.2803030303030303
42,0.028920809784432015,0.2708713402469518,0.44000000000000006,0.06613226452905811,0.20200000000000004
43,0.08116671518180095,0.35549242140595894,0.5807805287452791,0.1495170096598068,0.2559798573227025
44,0.05785672083397401,0.26624687126573,0.44474761255115963,0.07660738714090289,0.1937244201909959
45,0.09889050041806671,0.3185061173066569,0.5380116959064327,0.15294117647058825,0.37426900584795325
